,Unnamed: 0,IIiii,StationName,ItemList,IP,NNnn,EEEee,lon,lat,Height,H_Gnd,ZoomLevel,Selected,Province,City,County,Town,Village,Country,Address0,Type,Note,Address,TZAir,ShareF,Property,Index0
101,101,K8214,高桥,PTURF,255.0.0.0,2835,12114,121.2314,28.58444,460,460,12,False,浙江,台州,黄岩区,高桥街道,,黄岩区,黄岩区高桥街道八份村小山坡(丘陵),区域站,中尺度,-         ,1.0,SHARED_VER,"高速,YN",RF
102,102,K8215,新前,TRF,255.0.0.0,2841,12112,121.2067,28.68139,140,130,16,False,浙江,台州,黄岩区,新前街道,,黄岩区,黄岩区新前街道屿下村(平原),区域站,中尺度,-         ,0.0,SHARED_VER,"茭白高速,YN",R
103,103,K8216,茅畲,TRF,255.0.0.0,2834,12106,121.1314,28.595,300,290,12,False,浙江,台州,黄岩区,茅畲乡,,黄岩区,黄岩区茅畲乡大礼村(丘陵),区域站,中尺度,-         ,0.0,SHARED_VER,"山区,YN",
104,104,K8217,澄江,PTURFV,255.0.0.0,2838,12110,121.1736,28.63222,130,120,4,False,浙江,台州,黄岩区,澄江街道,,黄岩区,黄岩区澄江街道凤洋村(平原),区域站,中尺度,-         ,1.0,SHARED_VER,"柑橘高速,YN",RF
105,105,K8218,科技学院,TRF,255.0.0.0,2840,12115,121.2539,28.66945,70,60,16,False,浙江,台州,黄岩区,北城街道,,黄岩区,黄岩区北城街道科技学院-王西村(平原),区域站,中尺度,-         ,1.0,SHARED_VER,YN,RF
106,106,K8219,铅锌矿,TR,255.0.0.0,2836,12055,120.92483,28.5981,2430,2420,16,False,浙江,台州,黄岩区,上郑乡,,黄岩区,黄岩区上郑乡蒋东岙村(丘陵),区域站,中尺度,-         ,,,"山区,CT",
107,107,K8220,北洋,TRF,255.0.0.0,2837,12106,121.0978,28.63056,260,250,16,False,浙江,台州,黄岩区,北洋镇,,黄岩区,黄岩区北洋镇前蒋村(平原),区域站,中尺度,-         ,0.0,SHARED_VER,"平原,YN",
108,108,K8221,平田,PTURF,255.0.0.0,2832,12104,121.0739,28.53806,3940,3930,12,False,浙江,台州,黄岩区,平田乡,,黄岩区,黄岩区平田乡天灯洋村(山地),区域站,中尺度,-         ,1.0,,CT,
109,109,K8222,大寺基,TRF,255.0.0.0,2835,12048,120.7997,28.58417,11440,11430,12,False,浙江,台州,黄岩区,上郑乡,,黄岩区,黄岩区上郑乡大寺基(山地),区域站,中尺度,-         ,0.0,,"高山,CT",R
110,110,K8225,牌门,TRF,255.0.0.0,2832,12057,120.9522,28.53722,1220,1210,16,False,浙江,台州,黄岩区,宁溪镇,,黄岩区,黄岩区宁溪镇牌门(山地),区域站,中尺度,-         ,0.0,,"山区,CT",
111,111,K8226,委羽山,PTURFV,255.0.0.0,2837,12114,121.2397,28.62472,200,190,16,False,浙江,台州,黄岩区,西城街道,,黄岩区,黄岩区西城街道G15高速沈海高速旁(平原),区域站,中尺度,-         ,1.0,,"山区,YN,GS",
112,112,K8227,十里铺,TRF,255.0.0.0,2837,12116,121.2672,28.6125,210,200,16,False,浙江,台州,黄岩区,南城街道,,黄岩区,黄岩区南城街道十里铺村乌龟山(平原),区域站,中尺度,-         ,,,YN,
113,113,K8228,江心屿,PTURF,255.0.0.0,2842,12120,121.3256,28.70555,110,100,12,False,浙江,台州,黄岩区,江口街道,,黄岩区,黄岩区江口街道上辇村江心屿公园(平原),区域站,中尺度,-         ,0.0,SHARED_VER,"东槐杨梅铁路,YN",R
114,114,K8229,白鹭湾,TRF,255.0.0.0,2837,12100,120.9992,28.61222,410,400,16,False,浙江,台州,黄岩区,宁溪镇,,黄岩区,黄岩区宁溪白鹭湾村(丘陵),区域站,中尺度,-         ,,,CT,
115,115,K8230,黄毛山,TRF,255.0.0.0,2835,12105,121.0769,28.57528,6470,6460,16,False,浙江,台州,黄岩区,平田乡,,黄岩区,黄岩区平田乡黄毛山村茶园(丘陵),区域站,中尺度,-         ,,,CT,
116,116,K8240,东城小学,TRF,255.0.0.0,2840,12117,121.3006,28.65111,260,250,16,False,浙江,台州,黄岩区,东城街道,,黄岩区,黄岩区东城街道红三村东城小学(平原),区域站,中尺度,-         ,,,YN,
117,117,K8241,王林,TR,255.0.0.0,2841,12117,121.2867,28.685,160,150,16,False,浙江,台州,黄岩区,北城街道,,黄岩区,黄岩区北城街道王林村(平原),区域站,中尺度,-         ,,,YN,
118,118,K8242,长滩,TR,255.0.0.0,2840,12059,120.9892,28.66028,930,920,16,False,浙江,台州,黄岩区,屿头乡,,黄岩区,黄岩区屿头乡三联村长滩丘陵),区域站,中尺度,-         ,,,CT,
119,119,K8243,岭根,TR,255.0.0.0,2833,12056,120.9364,28.54722,1320,1310,16,False,浙江,台州,黄岩区,宁溪镇,,黄岩区,黄岩区宁溪镇岭根村(丘陵),区域站,中尺度,-         ,,,CT,
120,120,K8244,下抱水库,TRF,255.0.0.0,2843,12113,121.2208,28.70972,1360,1350,16,False,浙江,台州,黄岩区,新前街道,,黄岩区,黄岩区新前街道石捣臼下抱水库(丘陵),区域站,中尺度,-         ,0.0,SHARED_VER,YN,R
121,121,K8245,南正顶,TR,255.0.0.0,2831,12051,120.8578,28.51028,9310,9300,16,False,浙江,台州,黄岩区,富山乡,,黄岩区,黄岩区富山乡南正顶(山地),区域站,中尺度,-         ,,,CT,
122,122,K8246,蒋东岙,TR,255.0.0.0,2837,12056,120.9275,28.6125,2730,2720,16,False,浙江,台州,黄岩区,上郑乡,,黄岩区,黄岩区上郑乡蒋东岙村独往脚(丘陵),区域站,中尺度,-         ,,,CT,
123,123,K8247,五尖山,TR,255.0.0.0,2840,12102,121.0386,28.66611,4340,4330,16,False,浙江,台州,黄岩区,北洋镇,,黄岩区,黄岩区北洋镇五尖山村(山地),区域站,中尺度,-         ,,,CT,
124,124,K8248,元同溪闸,PTURF,255.0.0.0,2837,12109,121.1458,28.62417,150,140,16,False,浙江,台州,黄岩区,头陀镇,,黄岩区,黄岩区头陀镇浦汇村元同溪闸(平原),区域站,中尺度,-         ,,,YN,
125,125,K8249,黄土岭,PTURF,255.0.0.0,2841,12114,121.2394,28.68306,270,260,16,False,浙江,台州,黄岩区,北城街道,,黄岩区,黄岩区北城街道黄土岭村(平原),区域站,中尺度,-         ,,,YN,
126,126,K8250,联丰,TR,255.0.0.0,2839,12104,121.0689,28.65278,540,530,16,False,浙江,台州,黄岩区,北洋镇,,黄岩区,黄岩区北洋镇联丰村(丘陵),区域站,中尺度,-         ,,,CT,
127,127,K8251,柑橘基地,PTURFESD,255.0.0.0,2838,12110,121.16778,28.60111,100,110,64,False,浙江,台州,黄岩区,澄江街道,,黄岩区,黄岩区澄江凤洋村柑橘实践基地,区域站,中尺度,-         ,0.0,,YN,
128,128,K8256,抱料,TR,255.0.0.0,2834,12051,120.8456,28.55972,5420,5410,16,False,浙江,台州,黄岩区,上郑乡,,黄岩区,黄岩区上郑乡干坑村抱料(山地),区域站,中尺度,-         ,,,CT,
129,129,K8257,决要,TR,255.0.0.0,2832,12051,120.8467,28.5325,4800,4790,16,False,浙江,台州,黄岩区,富山乡,,,黄岩区富山乡决要村(丘陵),区域站,中尺度,-         ,,,CT,
130,130,K8258,福利,TRF,255.0.0.0,2836,12058,120.9708,28.6075,720,710,16,False,浙江,台州,黄岩区,宁溪镇,,黄岩区,黄岩区宁溪镇福利村(丘陵),区域站,中尺度,-         ,,,,
131,131,K8259,布袋坑,PTURF,255.0.0.0,2842,12057,120.9442,28.70056,6180,6170,16,False,浙江,台州,黄岩区,屿头乡,,黄岩区,黄岩区屿头乡布袋山村布袋坑(山地),区域站,中尺度,-         ,,,,
132,132,K8262,科技备,TRFD,255.0.0.0,2840,12117,121.28,28.6725,80,70,32,False,浙江,台州,黄岩区,东城街道,,黄岩区,台州市科技学院-王西村(平原),区域站,中尺度,-         ,1.0,SHARED_VER,"高速铁路,YN",RF
133,133,K8270,东亚山庄,TRF,255.0.0.0,2836,12049,120.82,28.59833,9890,9880,16,False,浙江,台州,黄岩区,上郑乡,,黄岩区,黄岩区上郑乡大寺基东亚山庄(山地),区域站,中尺度,-         ,0.0,,"高山,CT",R
134,134,K8271,外金,TRF,255.0.0.0,2830,12053,120.8914,28.50778,5830,5820,16,False,浙江,台州,黄岩区,富山乡,,黄岩区,黄岩区富山乡南征顶村外金(山地),区域站,中尺度,-         ,0.0,,"高山,CT",RFH
135,135,K8272,牌门B,TRF,255.0.0.0,2832,12057,120.9522,28.52722,1220,1210,32,False,浙江,台州,黄岩区,宁溪镇,,黄岩区,黄岩区宁溪镇牌门(山地),区域站,中尺度,-         ,0.0,,"山区,CT",R
136,136,K8273,后岙,TRF,255.0.0.0,2839,12055,120.9097,28.66306,5410,5400,16,False,浙江,台州,黄岩区,屿头乡,,黄岩区,黄岩区屿头乡兴安村后岙(山地),区域站,中尺度,-         ,0.0,,"山区,CT",RFH
137,137,K8274,前思岙,TRF,255.0.0.0,2829,12101,121.0247,28.48611,1860,1850,16,False,浙江,台州,黄岩区,上垟乡,,黄岩区,黄岩区上垟乡前思岙村(山地),区域站,中尺度,-         ,0.0,,"山区,CT",R
138,138,K8275,兴安,TURF,255.0.0.0,2839,12058,120.9594,28.65028,1130,1120,16,False,浙江,台州,黄岩区,屿头乡,,黄岩区,黄岩区黄岩屿头乡兴安村(丘陵),区域站,中尺度,-         ,,,CT,
139,139,K8276,董岙,TURF,255.0.0.0,2834,12101,121.0181,28.56167,380,370,16,False,浙江,台州,黄岩区,上垟乡,,黄岩区,黄岩区上垟乡董岙村桔山(水库),区域站,中尺度,-         ,,,CT,
140,140,K8282,宁溪B,PTURF,255.0.0.0,2834,12057,120.9753,28.58167,1520,1510,4,False,浙江,台州,黄岩区,宁溪镇,,黄岩区,黄岩区宁溪镇桥亭居(丘陵),区域站,中尺度,-         ,0.0,SHARED_VER,"山区,CT",RF
141,141,K8283,柑橘所,PTURF,255.0.0.0,2839,12109,121.1564,28.64278,610,600,16,False,浙江,台州,黄岩区,头陀镇,,黄岩区,黄岩区浙江柑橘研究所-前陈村(丘陵),区域站,中尺度,-         ,0.0,SHARED_VER,"山区、柑橘,YN",RF
142,142,K8301,路桥,PTURFNMO,255.0.0.0,2835,12121,121.3503,28.57528,60,50,5,False,浙江,台州,路桥区,路桥街道,,路桥区,路桥区路桥中学操场(平原),区域站,中尺度,-         ,0.0,SHARED_VER,铁路JQG,RF
143,143,K8302,横街,PTURF,255.0.0.0,2832,12127,121.4456,28.52778,60,50,12,False,浙江,台州,路桥区,横街镇,,路桥区,路桥区横街镇九龙村康轩农场(平原),区域站,中尺度,-         ,1.0,SHARED_VER,JQG,RF
144,144,K8303,金清,PTURFV,255.0.0.0,2830,12130,121.4972,28.51583,40,30,16,False,浙江,台州,路桥区,金清镇,,路桥区,路桥区金清分水气象哨(平原),区域站,中尺度,-         ,1.0,SHARED_VER,沿海航线JQG,RF
145,145,K8304,白果,PTURF,255.0.0.0,2829,12137,121.62174,28.48386,780,770,16,False,浙江,台州,路桥区,金清镇,,路桥区,路桥区金清镇白果山岛上(岛屿),区域站,中尺度,-         ,1.0,SHARED_VER,海岛航线,RFH
146,146,K8305,黄琅,PTURF,255.0.0.0,2832,12136,121.5967,28.52611,30,20,16,False,浙江,台州,路桥区,金清镇,,路桥区,路桥区金清黄琅海塘管理处(平原),区域站,中尺度,-         ,1.0,SHARED_VER,沿海,RF
147,147,K8306,桐屿,PTURF,255.0.0.0,2835,12120,121.3344,28.58556,90,80,16,False,浙江,台州,路桥区,桐屿街道,,路桥区,路桥区桐屿小学(平原),区域站,中尺度,-         ,1.0,SHARED_VER,枇杷铁路JQG,RF
148,148,K8307,机场,PTURF,255.0.0.0,2833,12125,121.4222,28.55528,50,40,16,False,浙江,台州,路桥区,路南街道,,路桥区,台州民航站(平原),区域站,中尺度,-         ,1.0,SHARED_VER,JQG,RF
149,149,K8308,新桥,PTURF,255.0.0.0,2830,12124,121.4036,28.51194,50,40,16,False,浙江,台州,路桥区,新桥镇,,路桥区,路桥区新桥镇长泾村(平原),区域站,中尺度,-         ,1.0,SHARED_VER,JQG,RF
150,150,K8309,蓬街,PTURF,255.0.0.0,2833,12128,121.4694,28.55445,60,50,16,False,浙江,台州,路桥区,蓬街镇,,路桥区,路桥区蓬街私立中学(平原),区域站,中尺度,-         ,1.0,SHARED_VER,JQG,RF
151,151,K8310,峰江,PTURF,255.0.0.0,2833,12122,121.3681,28.54861,110,100,16,False,浙江,台州,路桥区,峰江街道,,路桥区,路桥区峰江白枫岙村(平原),区域站,中尺度,-         ,1.0,SHARED_VER,JQG,RF
152,152,K8311,水厂,PTURF,255.0.0.0,2834,12120,121.33,28.56083,110,100,16,False,浙江,台州,路桥区,螺洋街道,,路桥区,路桥区螺洋樟岙水厂(平原),区域站,中尺度,-         ,1.0,SHARED_VER,铁路JQG,RF
153,153,K8312,农垦场,PTURF,255.0.0.0,2830,12135,121.5872,28.50805,60,50,16,False,浙江,台州,路桥区,金清镇,,路桥区,路桥区金清镇台州农垦场(平原),区域站,中尺度,-         ,0.0,,"沿海,高速,GS",RF
154,154,K8313,启明村,PTURF,255.0.0.0,2834,12131,121.51892,28.56807,60,50,16,False,浙江,台州,路桥区,蓬街镇,,路桥区,路桥区蓬街镇沃民社区超藤合作社(平原),区域站,中尺度,-         ,0.0,,沿海，葡萄JQG TZW,RF
155,155,K8314,白果B,PTURF,255.0.0.0,2829,12137,121.6217,28.48389,780,770,32,False,浙江,台州,路桥区,金清镇,,路桥区,路桥区金清镇白果山岛上(岛屿),区域站,中尺度,-         ,0.0,SHARED_VER,海岛,
156,156,K8315,三山,PTURFV,255.0.0.0,2834,12136,121.5944,28.56139,610,600,8,False,浙江,台州,路桥区, 金清镇,,路桥区,路桥区金清镇黄琅三山岛(岛屿),区域站,中尺度,-         ,1.0,,海岛航线TZW,RF
157,157,K8316,鹁鸪嘴,PTURFV,255.0.0.0,2833,12139,121.6422,28.55056,260,250,12,False,浙江,台州,路桥区, 金清镇,,路桥区,路桥区金清镇西廊岛鹁鸪嘴(岛屿),区域站,中尺度,-         ,1.0,,海岛航线,H
158,158,K8317,凉溪,PTURF,255.0.0.0,2837,12118,121.3067,28.61778,260,250,16,False,浙江,台州,路桥区,桐屿街道,,路桥区,路桥区桐屿街道凉溪村(平原),区域站,中尺度,-         ,,,JQG,
159,159,K8318,东风村,PTURFV,255.0.0.0,2834,12119,121.3083,28.56417,60,50,16,False,浙江,台州,路桥区,螺洋街道,,路桥区,路桥区螺洋街道东风村(平原),区域站,中尺度,-         ,,,JQG,
160,160,K8319,三山B,PTURF,255.0.0.0,2834,12136,121.5944,28.56139,610,600,32,False,浙江,台州,路桥区, 金清镇,,路桥区,路桥区金清镇黄琅三山岛(岛屿),区域站,中尺度,-         ,,,,
161,161,K8320,湖屿岛,PTURFV,255.0.0.0,2828,12140,121.6653,28.45833,430,420,16,False,浙江,台州,路桥区, 金清镇,,路桥区,路桥区金清镇湖屿岛(岛屿),区域站,中尺度,-         ,,SHARED_VER,海岛航线,
162,162,K8321,保全小学,PTURF,255.0.0.0,2831,12123,121.3761,28.52889,60,50,16,False,浙江,台州,路桥区,峰江街道,,路桥区,路桥区峰江街道保全小学-李蓍埭村(平原),区域站,中尺度,-         ,,,JQG,
163,163,K8322,路桥高速,TURFVD,255.0.0.0,2833,12132,121.5392,28.55556,60,50,16,False,浙江,台州,路桥区,金清镇,,路桥区,路桥区金清镇沿海高速路桥(平原),区域站,中尺度,-         ,1.0,,"高速,GSJQG",
164,164,K8323,横街小学,PTURF,255.0.0.0,2832,12126,121.4328,28.53583,70,60,16,False,浙江,台州,路桥区,横街镇,,路桥区,路桥区横街镇小学(平原),区域站,中尺度,-         ,0.0,SHARED_VER,JQG,
165,165,K8324,飞龙湖,PTURF,255.0.0.0,2836,12120,121.3358,28.60444,110,100,16,False,浙江,台州,路桥区,桐屿街道,,路桥区,路桥区桐屿街道飞龙湖(平原),区域站,中尺度,-         ,,,JQG,
166,166,K8325,联盟闸,PTURF,255.0.0.0,2831,12133,121.5478,28.52083,40,30,16,False,浙江,台州,路桥区,金清镇,,路桥区,路桥区金清镇联盟村联盟闸(平原),区域站,中尺度,-         ,,,JQG,
167,167,K8326,龙头王村,TR,255.0.0.0,2835,12124,121.3919,28.58139,60,50,16,False,浙江,台州,路桥区,路桥街道,,路桥区,路桥区路桥街道龙头王村(平原),区域站,中尺度,-         ,,,,
168,168,K8327,下陶村,TRF,255.0.0.0,2832,12124,121.3953,28.53639,60,50,16,False,浙江,台州,路桥区,峰江街道,,路桥区,路桥区峰江街道下陶村(平原),区域站,中尺度,-         ,,,,
169,169,K8328,会展中心,TR,255.0.0.0,2836,12122,121.3692,28.5975,60,50,16,False,浙江,台州,路桥区,路北街道,,路桥区,路桥区路北街道五洋社区会展中心(平原),区域站,中尺度,-         ,,,,
170,170,K8329,明珠学校,TURF,255.0.0.0,2831,12131,121.5147,28.52,60,50,16,False,浙江,台州,路桥区,金清镇,,路桥区,路桥区金清镇联红村明珠外国语学校(平原),区域站,中尺度,-         ,,,,
171,171,K8330,北大附中,PTURF,255.0.0.0,2836,12118,121.3047,28.60139,70,60,16,False,浙江,台州,路桥区,桐屿街道,,路桥区,路桥区桐屿街道飞龙湖社区北大附中飞龙湖校区(平原),区域站,中尺度,-         ,,,,
172,172,K8340,上寺前,TR,255.0.0.0,2832,12120,121.3331,28.53889,580,570,16,False,浙江,台州,路桥区,螺洋街道,,,路桥区螺洋街道上寺前村上寺前水库(丘陵),区域站,中尺度,-         ,,,,
173,173,K8341,九琅山,TRF,255.0.0.0,2831,12127,121.4469,28.51472,240,230,16,False,浙江,台州,路桥区,横街镇,,,路桥区横街镇九龙村九琅山(平原),区域站,中尺度,-         ,,,,
174,174,K8401,石桥头,PTURF,255.0.0.0,2821,12128,121.4606,28.34945,96,86,12,False,浙江,台州,温岭市,石桥头镇,,温岭市,温岭市石桥头桥浦村农田(平原),区域站,中尺度,-         ,1.0,SHARED_VER,沿海航线,RFH
175,175,K8402,黄茅山,PTURF,255.0.0.0,2832,12118,121.3078,28.52972,2110,2100,16,False,浙江,台州,温岭市,泽国镇,,温岭市,温岭市泽国镇黄茅山村山顶(丘陵),区域站,中尺度,-         ,0.0,SHARED_VER,JQG,RF
176,176,K8403,大溪,PTURF,255.0.0.0,2829,12114,121.2411,28.49111,120,110,8,False,浙江,台州,温岭市,大溪镇,,温岭市,温岭市大溪太湖水库-太湖山村(平原),区域站,中尺度,-         ,1.0,SHARED_VER,高速JQG,RF
177,177,K8404,松门,PTURF,255.0.0.0,2822,12134,121.5664,28.37111,30,20,16,False,浙江,台州,温岭市,松门镇,,温岭市,温岭市松门川北小学(平原),区域站,中尺度,-         ,0.0,SHARED_VER,沿海JQG,RFH
178,178,K8405,坞根,PTURF,255.0.0.0,2819,12116,121.2611,28.32472,66,56,12,False,浙江,台州,温岭市,坞根镇,,温岭市,温岭市坞根中学西山下村(平原),区域站,中尺度,-         ,0.0,SHARED_VER,,RF
179,179,K8406,横峰,PTURF,255.0.0.0,2827,12120,121.3258,28.4475,60,50,16,False,浙江,台州,温岭市,横峰街道,,温岭市,温岭市横峰泵站-石刺头村(平原),区域站,中尺度,-         ,1.0,SHARED_VER,JQG,RF
180,180,K8407,石塘渔港,PTURFV,255.0.0.0,2815,12136,121.6039,28.24639,260,250,16,False,浙江,台州,温岭市,石塘镇,,温岭市,温岭市石塘镇台风地标西侧(岛屿),区域站,中尺度,-         ,1.0,SHARED_VER,沿海,
181,181,K8408,新河,PTURF,255.0.0.0,2829,12128,121.4594,28.47806,80,70,8,False,浙江,台州,温岭市,新河镇,,温岭市,温岭市新河中学-城东村(平原),区域站,中尺度,-         ,0.0,SHARED_VER,JQG,
182,182,K8409,东海塘,PTURFV,255.0.0.0,2825,12136,121.6081,28.42222,80,70,16,False,浙江,台州,温岭市,箬横镇,,温岭市,温岭市箬横镇东海围塘-东部新区管委会(平原),区域站,中尺度,-         ,1.0,SHARED_VER,沿海航线,RFH
183,183,K8410,岙环,PTURF,255.0.0.0,2817,12124,121.3994,28.28611,330,320,16,False,浙江,台州,温岭市,城南镇,,温岭市,温岭市城南镇岙环(丘陵),区域站,中尺度,-         ,0.0,SHARED_VER,沿海、高橙,RF
184,184,K8411,温峤,PTURF,255.0.0.0,2823,12118,121.3003,28.38389,280,270,16,False,浙江,台州,温岭市,温峤镇,,温岭市,温岭市温峤镇敬老院-上街村(丘陵),区域站,中尺度,-         ,0.0,SHARED_VER,JQG,
185,185,K8412,箬横,PTURF,255.0.0.0,2824,12131,121.5228,28.39889,60,50,12,False,浙江,台州,温岭市,箬横镇,,温岭市,温岭市箬横镇中学-解放村 (平原),区域站,中尺度,-         ,1.0,SHARED_VER,"西瓜航线,高速JQG",RF
186,186,K8413,滨海,PTURFV,255.0.0.0,2827,12134,121.5589,28.45056,60,50,4,False,浙江,台州,温岭市,滨海镇,,温岭市,温岭市滨海镇东片农场(平原),区域站,中尺度,-         ,0.0,SHARED_VER,"沿海,西瓜,高速JQG",RFH
187,187,K8414,太湖山,PTURF,255.0.0.0,2830,12112,121.2019,28.49917,4080,4070,16,False,浙江,台州,温岭市,大溪镇,,温岭市,温岭市大溪太湖山仰天湖-太湖山村(丘陵),区域站,中尺度,-         ,0.0,SHARED_VER,高山JQG,RFH
188,188,K8415,九洞门,PTURF,255.0.0.0,2825,12140,121.6617,28.4125,560,550,8,False,浙江,台州,温岭市,松门镇,,温岭市,温岭市松门镇横门村九洞门(海岛),区域站,中尺度,-         ,1.0,SHARED_VER,海岛航线,
189,189,K8416,花芯,PTURF,255.0.0.0,2825,12127,121.4511,28.41556,1860,1850,16,False,浙江,台州,温岭市,箬横镇,,温岭市,温岭市箬横镇花芯村花芯水库(丘陵),区域站,中尺度,-         ,0.0,SHARED_VER,山区JQG,RF
190,190,K8417,方山,PTURF,255.0.0.0,2825,12115,121.2528,28.42056,4650,4640,12,False,浙江,台州,温岭市,大溪镇,,温岭市,温岭市大溪镇方山顶(丘陵),区域站,中尺度,-         ,1.0,SHARED_VER,高山JQG,
191,191,K8418,三蒜B,PTURF,255.0.0.0,2814,12138,121.6356,28.22111,960,950,32,False,浙江,台州,温岭市,石塘镇,,温岭市,温岭市石塘镇三蒜岛(ZQZ-F3.2.1),区域站,中尺度,-         ,1.0,,海岛航线,RFH
192,192,K8419,实践基地,PTURF,255.0.0.0,2820,12137,121.6189,28.32583,100,90,12,False,浙江,台州,温岭市,松门镇,,温岭市,温岭市松门镇实践基地(平原),区域站,中尺度,-         ,0.0,,沿海航线,
193,193,K8420,岭脚村,PTURF,255.0.0.0,2822,12117,121.2825,28.36194,470,460,16,False,浙江,台州,温岭市,温峤镇,,温岭市,温岭市温峤镇岭脚村(丘陵),区域站,中尺度,-         ,0.0,,山区,RF
194,194,K8421,山后村,PTURF,255.0.0.0,2819,12120,121.3311,28.32944,470,460,16,False,浙江,台州,温岭市,城南镇,,温岭市,温岭市城南镇山后村(丘陵),区域站,中尺度,-         ,0.0,,山区,RF
195,195,K8422,火车站,PTURF,255.0.0.0,2829,12119,121.3236,28.48222,100,90,16,False,浙江,台州,温岭市,大溪镇,,温岭市,温岭火车站(温岭市大溪镇利岙村)(平原),区域站,中尺度,-         ,0.0,,JQG,RF
196,196,K8423,城东,PTURF,255.0.0.0,2825,12123,121.3767,28.41195,60,50,16,False,浙江,台州,温岭市,城东街道,,温岭市,温岭市城东街道城东小学-润景花园(平原),区域站,中尺度,-         ,,,JQG,
197,197,K8424,城北,PTURF,255.0.0.0,2827,12124,121.3997,28.45722,350,340,16,False,浙江,台州,温岭市,城北街道,,温岭市,温岭市城北街道六份村(平原),区域站,中尺度,-         ,,,JQG,RF
198,198,K8425,三蒜,PTURFV,255.0.0.0,2814,12138,121.6356,28.23111,960,950,12,False,浙江,台州,温岭市,石塘镇,,温岭市,温岭市石塘镇三蒜岛(岛屿),区域站,中尺度,-         ,1.0,,海岛航线,RFH
199,199,K8426,粮食功能区,PTURF,255.0.0.0,2825,12134,121.5644,28.41111,70,60,16,False,浙江,台州,温岭市,箬横镇,,温岭市,温岭市箬横镇红升村(平原),区域站,中尺度,-         ,0.0,SHARED_VER,西JQG,RFH
200,200,K8427,大溪高速,PTURFV,255.0.0.0,2828,12116,121.2619,28.46889,60,50,16,False,浙江,台州,温岭市,大溪镇,,温岭市,温岭市大溪高速路口(平原),区域站,中尺度,-         ,1.0,,"高速,GSJQG",
201,201,K8429,泽国,PTURF,255.0.0.0,2829,12123,121.3794,28.48944,110,100,16,False,浙江,台州,温岭市,泽国镇,,温岭市,温岭市泽国镇万塘村(平原),区域站,中尺度,-         ,0.0,SHARED_VER,甘蔗铁路JQG,
202,202,K8430,城西,PTURF,255.0.0.0,2823,12122,121.3681,28.39,250,240,16,False,浙江,台州,温岭市,城西街道,,温岭市,温岭市城西街道九龙学校(平原),区域站,中尺度,-         ,,,JQG,RF
203,203,K8441,泽国二小,PTURF,255.0.0.0,2830,12120,121.3361,28.49694,60,50,16,False,浙江,台州,温岭市,泽国镇,,温岭市,温岭市泽国镇二小(平原),区域站,中尺度,-         ,,,JQG,
204,204,K8442,长屿,PTURF,255.0.0.0,2826,12126,121.4358,28.43611,310,300,12,False,浙江,台州,温岭市,新河镇,,温岭市,温岭市新河镇长屿硐天(丘陵),区域站,中尺度,-         ,1.0,,JQG,
205,205,K8443,高桥小学,PTURF,255.0.0.0,2829,12126,121.4331,28.48944,110,100,16,False,浙江,台州,温岭市,新河镇,,温岭市,温岭市新河镇高桥小学(平原),区域站,中尺度,-         ,,,JQG,RF
206,206,K8444,东浦,PTURF,255.0.0.0,2821,12130,121.4997,28.345,110,100,16,False,浙江,台州,温岭市,箬横镇,,温岭市,温岭市箬横镇东浦农场(平原),区域站,中尺度,-         ,,,高速,
207,207,K8445,北港,PTURF,255.0.0.0,2826,12139,121.6581,28.43167,670,660,16,False,浙江,台州,温岭市,松门镇,,温岭市,温岭市松门镇龙门北港(岛屿),区域站,中尺度,-         ,,,,
208,208,K8446,城南小学,PTURF,255.0.0.0,2820,12124,121.4075,28.325,310,300,16,False,浙江,台州,温岭市,城南镇,,温岭市,温岭市城南镇城南小学(平原),区域站,中尺度,-         ,,,,
209,209,K8447,温岭南,PTURFV,255.0.0.0,2820,12128,121.4594,28.32778,110,100,16,False,浙江,台州,温岭市,城南镇,,温岭市,温岭市城南镇沿海高速(平原),区域站,中尺度,-         ,,,"高速,GS",
210,210,K8448,隔海岛,PTURF,255.0.0.0,2818,12139,121.6469,28.30389,210,200,16,False,浙江,台州,温岭市,石塘镇,,温岭市,温岭市石塘镇隔海村(岛屿),区域站,中尺度,-         ,,,,
211,211,K8460,潘郎小学,PTURF,255.0.0.0,2827,12118,121.3058,28.45389,110,100,16,False,浙江,台州,温岭市,大溪镇,,温岭市,温岭市大溪镇潘郎小学(平原),区域站,中尺度,-         ,,,JQG,
212,212,K8461,犁头咀,PTURF,255.0.0.0,2816,12126,121.4369,28.26556,310,300,16,False,浙江,台州,温岭市,城南镇,,温岭市,温岭市城南镇犁头咀(岛屿),区域站,中尺度,-         ,,,,
213,213,K8462,伍佰屿,PTURF,255.0.0.0,2829,12137,121.6092,28.47694,60,50,16,False,浙江,台州,温岭市,滨海镇,,温岭市,温岭市滨海镇伍佰屿(岛屿),区域站,中尺度,-         ,,,,
214,214,K8463,温岭中学,PTURF,255.0.0.0,2822,12124,121.3969,28.37472,70,60,16,False,浙江,台州,温岭市,太平街道,,温岭市,温岭中学(平原),区域站,中尺度,-         ,,,JQG,
215,215,K8464,滨海中学,PTURF,255.0.0.0,2828,12131,121.5203,28.46833,110,100,16,False,浙江,台州,温岭市,滨海镇,,温岭市,温岭市滨海镇中学(平原),区域站,中尺度,-         ,,,JQG,
