,IIiii,tTime,dF2,fF2,dF10,fF10,dFx,fFx,t_Fx,dF,fF,dFy,fFy,t_Fy,RR,FellRain,FellRainAmount,T,Tx,t_Tx,Tn,t_Tn,U,Un,t_Un,E,Td,P,Px,t_Px,Pn,t_Pn,D,Dx,t_Dx,Dn,t_Dn,D05,D10,D15,D20,D40,D80,D160,D320,L,P0,VV,R01,R02,R03,R04,R05,R06,R07,R08,R09,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28,R29,R30,R31,R32,R33,R34,R35,R36,R37,R38,R39,R40,R41,R42,R43,R44,R45,R46,R47,R48,R49,R50,R51,R52,R53,R54,R55,R56,R57,R58,R59,R60
306,58663,2022-01-28 03:00:00,4,140,2,143,2,143,,5,136,12,169,,0,,,79,80,,78,,98,96,,104,76,10134,10134,,10130,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10254,9704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,58668,2022-01-28 03:00:00,57,94,59,89,60,101,,58,108,51,147,,0,,,77,79,,76,,98,96,,103,74,10095,10096,,10091,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10245,623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,58669,2022-01-28 03:00:00,44,78,40,97,43,125,,51,116,45,194,,0,,,81,81,,80,,98,97,,106,78,10152,10152,,10146,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10246,7640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,58653,2022-01-28 04:00:00,99,42,104,44,93,59,,94,45,95,72,,0,,,-6,-2,,-7,,100,100,,58,-6,8646,8651,,8644,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10250,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,58661,2022-01-28 04:00:00,37,52,31,47,30,48,,37,49,34,71,,0,,,78,84,,77,,91,86,,96,64,10246,10247,,10242,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10251,4533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,58662,2022-01-28 04:00:00,5,85,7,85,5,93,,4,71,359,120,,1,,,70,74,,70,,93,91,,93,59,10190,10193,,10188,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10266,7887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,58663,2022-01-28 04:00:00,5,148,5,142,3,143,,4,155,4,160,,0,,,76,79,,76,,96,96,,100,70,10130,10133,,10129,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10250,10976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,58668,2022-01-28 04:00:00,70,92,70,91,58,99,,60,92,62,137,,1,,,75,78,,75,,99,98,,103,74,10091,10095,,10090,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10241,3076,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,58669,2022-01-28 04:00:00,35,82,33,88,41,119,,15,88,32,157,,0,,,77,81,,76,,97,96,,102,73,10149,10152,,10147,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10243,8759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,58653,2022-01-28 05:00:00,38,45,38,46,38,46,,35,37,41,68,,0,,,-9,-5,,-9,,100,100,,57,-9,8648,8648,,8642,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10257,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,58661,2022-01-28 05:00:00,36,43,41,47,39,51,,35,52,48,76,,1,,,75,78,,75,,92,91,,95,63,10243,10246,,10242,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10248,6122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,58662,2022-01-28 05:00:00,6,116,5,99,5,99,,5,102,5,130,,0,,,67,70,,67,,83,83,,81,40,10191,10193,,10187,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10267,10174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,58663,2022-01-28 05:00:00,358,143,354,140,356,148,,359,150,354,171,,0,,,73,79,,73,,86,86,,88,51,10134,10134,,10130,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,11696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,58668,2022-01-28 05:00:00,71,84,69,87,60,114,,67,86,56,157,,0,,,72,74,,71,,99,99,,100,71,10093,10094,,10089,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10244,3907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,58669,2022-01-28 05:00:00,40,98,35,88,38,97,,31,111,32,145,,0,,,75,77,,74,,91,91,,94,61,10147,10151,,10145,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10241,22292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,58653,2022-01-28 06:00:00,8,50,13,56,31,58,,8,47,20,77,,0,,,-12,-9,,-12,,100,100,,56,-12,8655,8655,,8647,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10266,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,58661,2022-01-28 06:00:00,27,34,28,49,28,50,,26,34,20,73,,1,,,76,76,,74,,86,85,,90,54,10254,10254,,10242,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10259,20402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,58662,2022-01-28 06:00:00,1,99,354,93,7,104,,5,111,5,131,,0,,,66,69,,66,,82,81,,80,38,10200,10201,,10192,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10276,8647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,58663,2022-01-28 06:00:00,355,140,356,140,0,158,,355,133,353,184,,0,,,71,74,,71,,84,84,,85,46,10141,10141,,10132,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,20180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,58668,2022-01-28 06:00:00,67,104,61,112,61,112,,54,97,52,163,,0,,,72,72,,70,,96,96,,97,66,10098,10098,,10092,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10249,8546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,58669,2022-01-28 06:00:00,42,83,31,93,38,99,,19,107,34,145,,0,,,76,78,,75,,90,88,,94,61,10155,10155,,10147,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10249,20021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,58653,2022-01-28 07:00:00,31,35,30,42,13,56,,36,42,22,68,,0,,,-12,-12,,-14,,100,100,,56,-12,8655,8657,,8654,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10268,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,58661,2022-01-28 07:00:00,22,36,25,40,27,48,,23,49,26,68,,0,,,74,76,,74,,82,81,,84,45,10260,10260,,10254,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10265,20608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,58662,2022-01-28 07:00:00,336,102,337,101,347,103,,337,94,336,131,,0,,,59,66,,59,,90,82,,84,44,10206,10207,,10200,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10282,11406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,58663,2022-01-28 07:00:00,2,134,0,134,0,140,,4,122,1,156,,0,,,68,70,,67,,91,91,,90,54,10148,10148,,10140,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10268,19969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,58668,2022-01-28 07:00:00,67,119,65,117,56,135,,71,143,52,181,,0,,,71,73,,71,,91,90,,92,57,10103,10104,,10098,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10254,12810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,58669,2022-01-28 07:00:00,33,120,34,98,33,100,,30,119,14,179,,0,,,72,76,,72,,85,85,,86,49,10158,10162,,10153,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10252,18855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,58653,2022-01-28 08:00:00,213,35,309,33,2,60,,206,36,359,76,,0,,,0,0,,-11,,100,100,,61,0,8654,8656,,8652,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10265,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,58661,2022-01-28 08:00:00,14,26,26,26,24,41,,7,31,21,63,,0,,,71,75,,70,,79,79,,80,37,10259,10263,,10257,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10264,24225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,58662,2022-01-28 08:00:00,341,74,343,80,336,102,,341,80,342,119,,0,,,56,60,,55,,94,89,,85,47,10200,10206,,10200,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10276,6593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,58663,2022-01-28 08:00:00,358,117,3,115,2,138,,4,122,2,155,,0,,,68,68,,67,,91,89,,90,54,10147,10149,,10145,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10267,26355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,58668,2022-01-28 08:00:00,58,120,66,112,59,124,,50,130,54,181,,0,,,71,71,,70,,85,85,,86,48,10107,10108,,10103,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10258,20420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,58669,2022-01-28 08:00:00,27,96,34,83,31,105,,26,87,40,178,,0,,,72,73,,72,,82,81,,83,43,10164,10164,,10158,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10258,29210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,58653,2022-01-28 09:00:00,129,21,127,21,283,31,,130,23,195,36,,8,,,7,7,,0,,100,100,,64,7,8658,8658,,8654,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10268,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
340,58661,2022-01-28 09:00:00,28,30,30,31,31,42,,26,21,30,60,,0,,,72,72,,70,,79,77,,80,38,10260,10261,,10256,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10265,24453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,58662,2022-01-28 09:00:00,342,79,340,78,340,84,,329,88,339,110,,1,,,57,58,,55,,97,94,,89,53,10205,10205,,10200,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10281,12665,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,58663,2022-01-28 09:00:00,2,129,5,117,5,117,,1,123,4,144,,0,,,68,69,,68,,96,91,,95,62,10148,10148,,10145,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10269,22875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,58668,2022-01-28 09:00:00,65,80,63,84,62,118,,75,94,59,158,,0,,,72,72,,70,,87,84,,88,52,10111,10111,,10106,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10262,15345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,58653,2022-01-28 10:00:00,131,22,123,25,119,33,,129,26,116,40,,1,,,2,14,,0,,100,100,,62,2,8659,8660,,8656,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10270,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
345,58661,2022-01-28 10:00:00,12,29,16,26,17,40,,13,47,5,72,,10,,,66,73,,66,,88,77,,86,48,10263,10265,,10260,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10268,8141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
346,58662,2022-01-28 10:00:00,335,93,337,90,336,93,,333,88,348,114,,1,,,62,63,,56,,85,85,,81,39,10209,10210,,10205,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10285,18016,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,58663,2022-01-28 10:00:00,346,122,350,120,356,126,,348,118,0,143,,2,,,66,71,,64,,93,86,,91,56,10150,10152,,10146,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,8963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
348,58668,2022-01-28 10:00:00,62,92,67,87,67,87,,82,81,81,123,,0,,,73,73,,72,,87,86,,89,53,10108,10112,,10108,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10259,22842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,58669,2022-01-28 10:00:00,38,79,35,74,35,80,,30,95,28,127,,0,,,72,73,,72,,86,84,,87,50,10167,10168,,10166,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10261,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,58653,2022-01-28 11:00:00,132,34,129,36,130,37,,130,33,123,52,,1,,,4,4,,-5,,100,100,,63,4,8650,8658,,8649,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10261,-9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,58661,2022-01-28 11:00:00,24,29,19,35,6,50,,21,28,6,70,,1,,,70,71,,66,,81,81,,81,40,10258,10263,,10258,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10263,21943,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,58662,2022-01-28 11:00:00,341,97,340,96,336,112,,338,98,335,134,,0,,,64,64,,59,,89,85,,86,47,10201,10208,,10201,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10277,11310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,58663,2022-01-28 11:00:00,349,130,353,127,353,127,,351,132,358,146,,0,,,67,67,,64,,91,90,,89,53,10144,10150,,10144,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,23203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,58668,2022-01-28 11:00:00,57,122,55,122,55,122,,41,135,55,161,,0,,,71,74,,71,,87,86,,88,51,10102,10108,,10102,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10253,26674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,58669,2022-01-28 11:00:00,37,67,36,71,31,92,,31,111,20,158,,0,,,70,72,,70,,88,86,,88,52,10161,10168,,10161,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10255,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,58653,2022-01-28 12:00:00,143,37,132,26,103,43,,139,43,130,75,,0,,,-5,6,,-11,,100,100,,59,-5,8642,8653,,8642,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10254,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,58661,2022-01-28 12:00:00,5,55,8,51,9,51,,8,61,3,78,,0,,,75,77,,71,,80,79,,83,43,10247,10258,,10247,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10252,29633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,58662,2022-01-28 12:00:00,333,102,333,102,334,103,,339,100,333,123,,0,,,64,67,,63,,82,82,,79,36,10191,10202,,10191,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10267,12916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
