,IIiii,tTime,dF2,fF2,dF10,fF10,dFx,fFx,t_Fx,dF,fF,dFy,fFy,t_Fy,RR,FellRain,FellRainAmount,T,Tx,t_Tx,Tn,t_Tn,U,Un,t_Un,E,Td,P,Px,t_Px,Pn,t_Pn,D,Dx,t_Dx,Dn,t_Dn,D05,D10,D15,D20,D40,D80,D160,D320,L,P0,VV,R01,R02,R03,R04,R05,R06,R07,R08,R09,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28,R29,R30,R31,R32,R33,R34,R35,R36,R37,R38,R39,R40,R41,R42,R43,R44,R45,R46,R47,R48,R49,R50,R51,R52,R53,R54,R55,R56,R57,R58,R59,R60
147,58663,2022-01-27 00:00:00,0,49,354,52,356,54,,3,54,352,64,,0,,,93,94,,92,,98,98,,115,90,10103,10106,,10100,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10222,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,58668,2022-01-27 00:00:00,39,54,43,61,45,71,,26,40,44,95,,0,,,96,96,,94,,99,99,,118,95,10067,10071,,10066,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10217,1236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,58669,2022-01-27 00:00:00,353,61,346,52,7,66,,2,58,5,85,,0,,,100,102,,96,,100,100,,123,100,10120,10125,,10119,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10213,4518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,58653,2022-01-27 01:00:00,189,77,187,82,178,90,,191,87,192,123,,0,,,64,64,,59,,100,100,,96,64,8642,8643,,8640,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10224,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,58661,2022-01-27 01:00:00,332,29,324,23,327,31,,333,32,324,43,,0,,,100,100,,97,,95,95,,117,92,10205,10208,,10205,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10210,5199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,58662,2022-01-27 01:00:00,329,60,328,63,330,66,,318,63,329,77,,1,,,92,92,,89,,100,100,,116,92,10151,10152,,10151,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10226,2272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
153,58663,2022-01-27 01:00:00,346,52,347,53,343,65,,343,54,340,77,,1,,,94,94,,93,,98,98,,116,91,10099,10104,,10098,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10218,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,58668,2022-01-27 01:00:00,45,60,45,60,45,70,,45,61,45,90,,0,,,96,96,,96,,99,99,,118,95,10062,10067,,10061,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10212,1216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,58669,2022-01-27 01:00:00,10,62,4,61,6,66,,23,52,7,82,,0,,,105,106,,99,,100,100,,127,105,10115,10120,,10115,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10208,6105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,58653,2022-01-27 02:00:00,196,59,193,68,191,87,,195,76,194,125,,1,,,71,71,,64,,100,100,,101,71,8642,8642,,8640,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10221,-9999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,58661,2022-01-27 02:00:00,311,14,314,18,330,28,,307,14,330,37,,0,,,101,101,,99,,95,95,,117,93,10204,10206,,10204,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10209,3967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,58662,2022-01-27 02:00:00,333,55,333,56,328,65,,334,58,320,78,,1,,,94,94,,92,,100,100,,118,94,10147,10151,,10147,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10222,1437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,58663,2022-01-27 02:00:00,328,58,327,62,337,62,,325,57,331,74,,0,,,96,96,,94,,99,98,,118,95,10099,10100,,10098,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10218,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,58668,2022-01-27 02:00:00,51,77,48,64,44,70,,59,84,68,95,,0,,,98,98,,96,,99,99,,120,97,10061,10062,,10060,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10211,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,58669,2022-01-27 02:00:00,350,11,7,18,5,62,,59,20,328,90,,0,,,98,109,,98,,100,100,,121,98,10115,10117,,10113,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10208,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,58653,2022-01-27 03:00:00,198,69,201,64,197,72,,199,68,212,106,,0,,,73,74,,71,,100,100,,102,73,8639,8642,,8639,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10217,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,58661,2022-01-27 03:00:00,321,25,325,27,328,27,,318,24,323,36,,0,,,100,101,,100,,95,95,,117,92,10199,10204,,10199,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10204,3629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,58662,2022-01-27 03:00:00,333,81,333,73,333,73,,333,73,335,95,,0,,,95,95,,94,,100,100,,119,95,10148,10148,,10146,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10223,1408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,58663,2022-01-27 03:00:00,336,61,338,57,328,62,,333,77,342,78,,0,,,97,99,,96,,98,98,,118,94,10094,10099,,10094,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10213,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,58668,2022-01-27 03:00:00,52,75,53,76,49,82,,60,83,47,113,,0,,,98,98,,97,,99,99,,120,97,10057,10061,,10057,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10206,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,58669,2022-01-27 03:00:00,16,45,10,47,10,48,,17,41,5,82,,0,,,100,100,,98,,100,100,,123,100,10111,10115,,10111,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10204,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,58653,2022-01-27 04:00:00,194,62,194,64,196,66,,194,58,203,104,,1,,,76,76,,74,,100,100,,104,76,8638,8640,,8637,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10214,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,58661,2022-01-27 04:00:00,331,20,327,23,322,28,,336,20,321,45,,0,,,102,103,,101,,95,95,,118,94,10197,10200,,10197,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10202,4556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,58662,2022-01-27 04:00:00,334,62,330,66,333,83,,333,60,335,105,,2,,,92,95,,91,,100,100,,116,92,10143,10148,,10143,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10218,3371,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,58663,2022-01-27 04:00:00,347,78,348,73,334,80,,346,68,333,100,,0,,,98,98,,97,,99,98,,120,97,10092,10094,,10091,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10211,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,58668,2022-01-27 04:00:00,50,73,49,76,48,86,,57,70,51,109,,0,,,99,99,,98,,100,99,,122,99,10055,10058,,10054,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10204,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,58669,2022-01-27 04:00:00,12,62,4,37,10,61,,15,58,11,82,,0,,,100,103,,99,,100,100,,123,100,10108,10112,,10108,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10201,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,58653,2022-01-27 05:00:00,195,75,195,76,195,77,,188,77,197,112,,0,,,77,77,,75,,100,100,,105,77,8637,8638,,8635,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10212,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,58661,2022-01-27 05:00:00,330,25,330,25,328,25,,330,22,324,32,,0,,,103,104,,101,,95,95,,119,95,10198,10199,,10196,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10203,3078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,58662,2022-01-27 05:00:00,328,64,330,61,332,84,,334,60,324,100,,2,,,92,92,,91,,100,100,,116,92,10143,10145,,10142,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10218,4492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
177,58663,2022-01-27 05:00:00,346,83,347,85,344,86,0420,344,83,342,99,0414,1,,,102,102,0500,98,0401,98,98,0403,122,99,10091,10093,0403,10090,0424,-9999,-9999,////,-9999,////,-9999,-9999,-9999,-9999,,,,,-9999,10210,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,58668,2022-01-27 05:00:00,39,48,31,56,48,78,,55,63,37,100,,0,,,101,101,,99,,100,100,,124,101,10056,10056,,10053,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10205,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,58669,2022-01-27 05:00:00,54,32,357,25,11,59,,21,27,7,87,,0,,,100,103,,100,,100,100,,123,100,10109,10109,,10107,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10202,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,58653,2022-01-27 06:00:00,173,65,179,59,198,76,,172,69,190,102,,0,,,69,78,,69,,100,100,,99,69,8636,8638,,8635,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10214,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,58661,2022-01-27 06:00:00,339,22,334,22,330,25,,340,22,332,27,,1,,,104,105,,102,,95,95,,120,96,10201,10201,,10197,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10206,2909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,58662,2022-01-27 06:00:00,333,77,333,76,333,76,,343,80,339,92,,0,,,93,93,,92,,100,100,,117,93,10149,10149,,10143,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10224,8082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,58663,2022-01-27 06:00:00,3,77,3,77,351,93,0522,1,71,357,107,0519,4,,,106,106,0550,102,0501,100,100,0501,126,104,10094,10094,0546,10090,0503,-9999,-9999,////,-9999,////,-9999,-9999,-9999,-9999,,,,,-9999,10213,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
184,58668,2022-01-27 06:00:00,49,82,50,76,50,76,,45,87,45,101,,0,,,101,102,,101,,100,100,,124,101,10060,10060,,10055,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10209,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,58669,2022-01-27 06:00:00,37,32,25,30,20,32,,20,3,31,69,,0,,,101,102,,100,,100,100,,124,101,10115,10115,,10109,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10208,2218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,58653,2022-01-27 07:00:00,187,46,189,47,169,61,,186,46,173,80,,1,,,65,67,,58,,100,100,,97,65,8644,8644,,8636,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10224,-9999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,58661,2022-01-27 07:00:00,340,15,3,11,327,24,,339,18,330,33,,0,,,104,106,,103,,96,95,,121,98,10204,10204,,10201,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10209,4453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,58662,2022-01-27 07:00:00,336,68,334,67,336,78,,350,72,334,94,,2,,,92,93,,92,,100,100,,116,92,10151,10152,,10147,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10226,8391,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,58663,2022-01-27 07:00:00,351,83,350,81,344,94,0630,352,83,345,107,0627,2,,,102,105,0601,102,0652,99,98,0605,123,100,10098,10098,0655,10094,0601,-9999,-9999,////,-9999,////,-9999,-9999,-9999,-9999,,,,,-9999,10217,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
190,58668,2022-01-27 07:00:00,66,59,61,60,50,79,,65,59,44,105,,0,,,100,101,,100,,100,100,,123,100,10060,10062,,10060,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10209,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,58669,2022-01-27 07:00:00,22,59,24,48,19,55,,15,66,9,86,,0,,,106,107,,101,,100,100,,128,106,10117,10117,,10114,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10210,5585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,58653,2022-01-27 08:00:00,157,48,163,47,171,56,,160,47,176,80,,1,,,57,65,,56,,100,100,,92,57,8645,8646,,8642,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10228,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
193,58661,2022-01-27 08:00:00,340,13,342,22,1,32,,340,17,5,43,,0,,,106,106,,104,,96,95,,123,100,10210,10212,,10204,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10215,5103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,58662,2022-01-27 08:00:00,333,65,332,64,338,76,,343,65,328,93,,0,,,92,92,,92,,100,100,,116,92,10157,10158,,10150,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10232,11318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,58663,2022-01-27 08:00:00,354,93,353,91,351,91,0727,355,96,355,108,0800,3,,,104,104,0706,103,0701,99,98,0702,125,102,10100,10102,0744,10096,0706,-9999,-9999,////,-9999,////,-9999,-9999,-9999,-9999,,,,,-9999,10219,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
196,58668,2022-01-27 08:00:00,46,81,48,75,48,75,,55,90,39,104,,0,,,101,101,,100,,100,100,,124,101,10066,10066,,10059,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10215,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,58669,2022-01-27 08:00:00,146,12,21,21,20,60,,216,31,33,98,,0,,,105,108,,105,,100,100,,127,105,10122,10122,,10115,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10215,4124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,58653,2022-01-27 09:00:00,153,39,156,35,154,49,,153,42,157,59,,8,,,53,56,,53,,100,100,,89,53,8652,8653,,8645,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10237,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
199,58661,2022-01-27 09:00:00,3,20,5,17,331,25,,3,22,334,33,,4,,,108,108,,106,,96,95,,124,102,10218,10218,,10210,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,10223,2908,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
