,IIiii,tTime,P02,P08,P14,P20,Pa,Px,Pn,P002,P008,P014,P020,P0a,T02,T08,T14,T20,Ta,Tx,Tn,Tw02,Tw08,Tw14,Tw20,E02,E08,E14,E20,Ea,U02,U08,U14,U20,Ua,Un,N02,N08,N14,N20,Na,Nl02,Nl08,Nl14,Nl20,Nla,C02,C08,C14,C20,V02,V08,V14,V20,R20_08,R08_20,R20_20,WW,Ls,Lb,Zd,Zp,dF02,fF02,dF08,fF08,dF14,fF14,dF20,fF20,Fa,dFx,fFx,dFy,fFy,S,D0002,D0008,D0014,D0020,D00a,D00x,D00n,D0502,D0508,D0514,D0520,D05a,D1002,D1008,D1014,D1020,D10a,D1502,D1508,D1514,D1520,D15a,D2002,D2008,D2014,D2020,D20a,Tn_Tmr,R08_Tmr
40,58669,2022-02-10,10135,10151,10134,10147,10142,10164,10129,10229,10246,10228,10241,10236,62,69,84,74,72,94,61,-9999,-9999,-9999,-9999,95,85,79,78,84,100,85,72,76,83,64,0,0,0,0,0,0,0,0,0,0,,,,,83,500,469,236,2,-1,2,,-9999,-9999,-1,-1,NNE,25,NNE,73,ENE,97,NE,84,70,NE,107,ENE,159,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
41,58760,2022-02-10,10140,10161,10132,10152,10146,10167,10128,10226,10248,10218,10239,10233,72,76,88,78,78,94,70,-9999,-9999,-9999,-9999,97,91,86,82,89,96,87,76,78,84,74,0,0,0,0,0,0,0,0,0,0,,,,,49,121,300,192,7,-1,7,"(50,10,).",16,16,-1,-1,N,25,NNE,19,NE,44,NE,50,34,NE,65,ENE,111,3,73,79,131,70,88,-9999,-9999,78,79,127,83,92,83,81,115,92,93,86,85,104,97,93,90,89,97,99,94,-9999,-9999
42,58450,2022-02-10,10249,10264,10240,10242,10249,10266,10234,10260,10275,10251,10253,10260,35,38,65,38,44,67,33,-9999,-9999,-9999,-9999,71,75,74,71,73,91,93,76,88,87,72,0,0,0,0,0,0,0,0,0,0,,,,,50,29,50,33,0,-1,0,"(50,10,)10,.",5,5,-1,-1,WNW,16,WNW,10,ENE,7,SSW,6,10,ENE,20,WNW,34,0,38,45,115,31,57,-9999,-9999,42,42,82,56,56,47,46,66,67,56,51,50,59,68,57,54,53,57,66,58,-9999,-9999
43,58456,2022-02-10,10248,10263,10242,10243,10249,10266,10235,10257,10272,10251,10252,10258,40,42,53,40,44,58,39,-9999,-9999,-9999,-9999,77,80,77,74,77,95,97,86,91,92,77,0,0,0,0,0,0,0,0,0,0,,,,,17,9,35,15,0,0,0,"(60,10,50,)10,50 1010 1052'1222 1334,.",3,3,-1,-1,WNW,11,NW,7,C,0,C,0,4,NW,21,NW,34,0,44,51,73,30,50,-9999,-9999,52,53,72,56,58,58,57,71,67,63,63,61,69,70,66,68,66,69,73,69,-9999,-9999
44,58544,2022-02-10,10139,10153,10119,10118,10132,10156,10111,10252,10267,10232,10231,10246,41,42,74,61,54,77,39,-9999,-9999,-9999,-9999,77,78,72,72,75,94,95,70,76,84,69,0,0,0,0,0,0,0,0,0,0,,,,,35,40,300,276,12,0,12,"(50,10,60,)50 0800 0817'0937 0939'1000,10,60 0941 0944,.",3,3,-1,-1,E,10,E,10,NE,20,E,37,19,ENE,46,ENE,72,3,49,55,106,57,67,-9999,-9999,54,53,95,67,67,59,57,86,74,69,63,61,79,77,70,68,66,75,79,72,-9999,-9999
45,58555,2022-02-10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,-9999,0,0,0,0,-,,,,-9999,-9999,-9999,-9999,-1,-1,-1,,0,0,-1,-1,,-9999,,-9999,,-9999,,-9999,-9999,,-9999,,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-1
46,58666,2022-02-10,10120,10135,10121,10130,10127,10149,10115,10232,10247,10233,10242,10239,68,72,82,72,74,85,66,-9999,-9999,-9999,-9999,96,88,84,80,87,97,87,77,79,85,74,-9999,0,0,0,0,-9999,0,0,0,0,-,,,,196,300,300,226,1,1,2,"(10,50,).",16,16,-1,-1,N,65,N,107,NNE,65,NNE,98,84,NE,120,NE,153,22,68,78,154,58,90,169,57,73,71,129,74,87,79,75,109,87,88,83,80,97,94,89,87,85,91,97,90,57,68
47,58750,2022-02-10,10097,10114,10083,10099,10098,10118,10079,10228,10246,10214,10230,10230,80,84,112,85,90,122,79,-9999,-9999,-9999,-9999,104,107,102,98,103,97,97,77,88,90,69,0,0,0,0,0,0,0,0,0,0,,,,,47,138,300,103,4,0,4,"(50,10,)50 1731 1732'1801'1833   1852'1917   1940,60 1813 1827'1844   1916'1944 2000,.",14,14,-1,-1,C,0,C,0,E,19,SE,41,15,SE,37,E,60,0,82,99,146,83,102,-9999,-9999,91,89,140,104,106,97,94,123,113,107,101,99,112,115,107,105,104,108,114,108,-9999,-9999
48,K3269,2022-02-10,10222,10240,10216,10234,10228,10247,10211,10233,10251,10227,10245,10239,81,85,96,82,86,104,81,-9999,-9999,-9999,-9999,106,109,96,93,101,98,98,80,86,90,79,0,0,0,0,0,0,0,0,0,0,,,,,26,42,179,100,5,-1,5,,-9999,-9999,-1,-1,NW,7,SSE,6,SE,36,SE,36,21,SE,47,SE,67,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
49,58449,2022-02-10,10193,10209,10181,10183,10192,10214,10176,10253,10269,10241,10243,10252,33,36,69,53,48,71,30,-9999,-9999,-9999,-9999,74,76,75,74,75,95,96,75,83,87,70,0,0,0,0,0,0,0,0,0,0,,,,,29,32,219,51,0,0,0,"(50,10,)10,50 1057   1106,.",4,4,-1,-1,NNW,19,N,3,E,12,E,23,14,E,36,ESE,59,0,32,46,101,50,57,-9999,-9999,40,40,91,57,57,46,43,73,64,56,51,49,64,67,58,54,53,59,67,58,-9999,-9999
50,58550,2022-02-10,10203,10219,10188,10191,10200,10224,10185,10254,10270,10238,10242,10251,40,41,81,59,55,87,38,-9999,-9999,-9999,-9999,80,79,76,76,78,99,97,70,82,87,66,0,0,0,0,0,0,0,0,0,0,,,,,34,36,192,58,3,0,3,"(50,10,)10,50 0921   1043,60 0943   1016,.",8,8,-1,-1,ENE,6,N,11,ENE,18,ENE,13,12,N,28,ENE,49,0,50,56,129,65,75,-9999,-9999,57,55,102,77,73,61,59,85,81,72,64,62,76,82,71,67,66,71,80,71,-9999,-9999
51,58563,2022-02-10,10237,10256,10235,10241,10242,10260,10232,10245,10264,10243,10249,10250,57,58,64,32,53,77,32,-9999,-9999,-9999,-9999,89,83,70,73,79,97,90,73,95,89,64,0,0,0,0,0,0,0,0,0,0,,,,,24,100,155,49,11,2,13,"(10,50,)50 0806   0836'0856   0901'1021 1025,10,60 0841,.",5,5,-1,-1,W,13,NNE,5,NNW,25,WSW,7,12,NNE,26,NNE,53,14,63,60,84,24,58,-9999,-9999,69,65,76,54,66,74,70,75,71,72,78,75,76,78,77,80,78,78,81,79,-9999,-9999
52,58646,2022-02-10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,-9999,0,0,0,0,-,,,,-9999,-9999,-9999,-9999,-1,-1,-9999,"//,.",-9999,-9999,-1,-1,,-9999,,-9999,,-9999,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-1
53,58746,2022-02-10,9577,9593,9569,9576,9579,9597,9561,10226,10245,10216,10226,10228,60,60,91,73,71,96,58,-9999,-9999,-9999,-9999,93,90,97,101,95,99,96,84,99,94,83,0,0,0,0,0,0,0,0,0,0,,,,,53,300,300,22,4,2,6,"(50,10,60,)60 1605 1608'1734 1736'1753 1759'1841 1849,50 1609   1626'1745   2000,10,.",11,11,-1,-1,NNE,16,NNE,13,NW,4,NE,17,12,NE,32,ENE,43,0,68,78,133,82,90,-9999,-9999,79,77,120,95,93,86,82,109,101,94,92,88,103,105,97,96,93,100,105,98,-9999,-9999
54,K8106,2022-02-10,10228,10247,10222,10240,10234,10257,10220,10235,10254,10229,10247,10241,69,74,104,76,81,112,65,-9999,-9999,-9999,-9999,99,103,66,62,82,100,100,52,59,78,48,0,0,0,0,0,0,0,0,0,0,,,,,32,123,112,58,1,-1,1,,-9999,-9999,-1,-1,C,1,NNE,14,ESE,20,NE,28,16,NE,33,NE,54,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
55,K8107,2022-02-10,10228,10247,10224,10242,10235,10258,10221,10234,10253,10230,10248,10241,71,76,101,74,80,103,70,-9999,-9999,-9999,-9999,91,92,91,78,88,90,88,74,76,82,70,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,-1,-1,-1,,-9999,-9999,-1,-1,NNW,16,NNE,32,E,34,NE,33,29,E,52,ENE,81,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
56,58457,2022-02-10,10199,10215,10189,10192,10199,10219,10182,10254,10270,10243,10246,10253,33,37,63,54,47,70,31,-9999,-9999,-9999,-9999,73,75,71,74,73,94,94,74,82,86,66,0,0,0,0,0,0,0,0,0,0,,,,,27,42,88,52,0,-1,0,"(50,10,)10,.",5,5,-1,-1,NNW,13,NW,15,NW,13,ENE,6,12,NE,30,NE,46,0,32,45,96,55,57,-9999,-9999,41,39,75,63,54,48,45,62,66,55,49,46,59,66,55,53,51,56,64,56,-9999,-9999
57,58542,2022-02-10,10199,10213,10180,10182,10194,10217,10176,10257,10271,10237,10239,10251,35,37,69,61,50,75,33,-9999,-9999,-9999,-9999,78,80,69,68,74,100,100,69,72,85,65,0,0,0,0,0,0,0,0,0,0,,,,,40,34,294,146,0,0,0,"(10,)10,50 0909   1004,60 0956 0958,.",10,10,-1,-1,WNW,14,WNW,19,ENE,34,N,38,26,E,37,NE,61,2,42,51,122,61,69,-9999,-9999,49,49,109,73,70,55,53,92,79,70,60,58,79,81,70,63,62,72,81,70,-9999,-9999
58,58567,2022-02-10,10191,10210,10184,10201,10196,10217,10182,10242,10261,10234,10252,10247,57,56,80,59,63,83,54,-9999,-9999,-9999,-9999,83,78,71,76,77,91,86,66,82,81,64,0,0,0,0,0,0,0,0,0,0,,,,,94,118,220,55,0,-1,0,"(10,)10,.",5,5,-1,-1,N,18,N,22,NNW,20,NNE,8,17,N,37,NNW,69,0,54,61,120,55,72,-9999,-9999,66,64,116,71,79,73,69,96,82,80,78,74,87,86,81,83,81,84,89,84,-9999,-9999
59,58653,2022-02-10,8631,8643,8626,8633,8633,8651,8624,10246,10259,10239,10246,10248,-14,-16,0,6,-6,6,-23,-9999,-9999,-9999,-9999,55,54,61,64,58,100,99,100,100,100,99,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,1,5,6,,-9999,-9999,-1,-1,C,0,C,0,C,0,C,0,0,/,-9999,C,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
60,58745,2022-02-10,9741,9756,9720,9715,9733,9757,9712,10228,10244,10204,10200,10219,65,65,109,92,83,115,62,-9999,-9999,-9999,-9999,97,92,96,115,100,100,95,74,99,92,69,0,0,0,0,0,0,0,0,0,0,,,,,76,200,200,90,0,2,2,"(50,)60 1439   1453'1638   1703'1720 1725'1759'1815 1832'1915   1934,50 1833 1842'1933   1947,.",5,5,-1,-1,WNW,20,W,11,WNW,24,SSW,11,16,NW,28,W,45,1,69,84,152,95,100,-9999,-9999,83,80,143,109,104,90,85,126,114,104,97,93,113,116,105,102,98,108,116,106,-9999,-9999
61,K8108,2022-02-10,10230,10249,10224,10243,10236,10259,10222,10239,10258,10233,10252,10246,70,73,95,73,78,100,67,-9999,-9999,-9999,-9999,91,84,84,80,85,91,82,71,78,80,66,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,-1,-1,-1,,-9999,-9999,-1,-1,NE,10,NNE,30,E,38,E,31,27,ENE,41,NE,62,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
62,K8210,2022-02-10,10134,10151,10123,10139,10137,10158,10120,10231,10248,10219,10236,10234,64,68,102,81,79,106,61,-9999,-9999,-9999,-9999,96,99,85,76,89,100,100,68,70,84,65,0,0,0,0,0,0,0,0,0,0,,,,,33,165,200,200,4,-1,4,,-9999,-9999,-1,-1,C,0,WNW,6,NNE,14,NNE,19,10,N,31,N,56,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
63,58454,2022-02-10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,-9999,0,0,0,0,-,,,,-9999,-9999,-9999,-9999,-1,-1,-9999,"//,.",-9999,-9999,-1,-1,,-9999,,-9999,,-9999,,-9999,-9999,,-9999,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-1
64,58468,2022-02-10,10201,10220,10197,10203,10205,10223,10193,10250,10269,10246,10252,10254,47,46,55,44,48,56,43,-9999,-9999,-9999,-9999,81,81,77,76,79,95,95,85,91,92,85,0,0,0,0,0,0,0,0,0,0,,,,,27,15,35,26,5,0,5,"(10,50,)10,50 1454,.",2,2,-1,-1,WSW,24,WSW,26,WSW,12,SSW,3,16,W,33,WNW,56,0,51,54,77,28,52,-9999,-9999,59,56,67,60,60,65,61,66,68,65,72,70,71,74,72,71,70,70,72,71,-9999,-9999
65,58546,2022-02-10,10106,10123,10090,10095,10104,10127,10087,10253,10270,10236,10241,10250,40,43,77,59,55,80,39,-9999,-9999,-9999,-9999,79,80,71,71,75,97,96,68,77,84,66,0,0,0,0,0,0,0,0,0,0,,,,,39,41,200,148,0,1,1,"(50,10,)10,60 1010   1046'1135 1136,50 1032   1123,.",3,3,-1,-1,S,4,SSW,7,S,9,NE,3,6,SSE,30,SSE,46,0,45,55,130,58,72,-9999,-9999,55,54,106,72,72,60,58,83,78,70,66,64,75,81,72,70,69,72,80,73,-9999,-9999
66,58755,2022-02-10,10080,10098,10072,10093,10086,10104,10068,10228,10246,10219,10241,10234,72,77,98,73,80,102,72,-9999,-9999,-9999,-9999,99,103,99,89,98,98,98,82,87,91,80,0,0,0,0,0,0,0,0,0,0,,,,,22,10,153,163,6,0,6,"(50,42;098,10,)10,60 1920   1946,50 1933   1948,.",13,13,-1,-1,ESE,7,E,9,E,20,E,22,14,E,45,ESE,72,0,77,86,141,71,94,-9999,-9999,84,84,127,87,96,90,88,112,99,97,95,92,104,105,99,99,97,102,107,101,-9999,-9999
67,K8116,2022-02-10,10172,10191,10172,10184,10180,10201,10167,10235,10255,10235,10248,10243,68,70,89,73,75,93,66,-9999,-9999,-9999,-9999,91,86,80,74,83,92,86,70,72,80,65,0,0,0,0,0,0,0,0,0,0,,,,,200,200,200,200,1,-1,1,,-9999,-9999,-1,-1,N,46,N,53,NE,61,N,92,63,NNE,114,NNE,156,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
68,K8118,2022-02-10,10228,10245,10221,10238,10233,10256,10218,10235,10252,10228,10245,10240,68,75,101,75,80,109,66,-9999,-9999,-9999,-9999,92,86,83,78,85,93,83,67,75,80,64,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,-1,-1,-1,,-9999,-9999,-1,-1,WNW,14,NE,25,E,17,NE,35,23,NE,36,NE,59,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
69,K8120,2022-02-10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,70,67,83,68,72,88,65,-9999,-9999,-9999,-9999,86,79,71,72,77,86,81,65,73,76,60,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,-1,-1,-1,,-9999,-9999,-1,-1,NNW,9,NE,39,ENE,44,ENE,62,38,ENE,83,ENE,102,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,67,70,140,77,88,68,70,159,80,94,1701,2358,544,1102,1426,66,64,140,77,87,-9999,-9999
70,58537,2022-02-10,10060,10069,10037,10031,10049,10071,10020,10252,10262,10228,10223,10241,43,43,72,57,54,74,40,-9999,-9999,-9999,-9999,81,81,77,85,81,97,97,76,93,91,75,0,0,0,0,0,0,0,0,0,0,,,,,113,193,200,132,0,3,3,"(10,)60 1804   2000,.",6,6,-1,-1,S,8,C,1,N,13,NNE,11,8,NNE,17,NE,37,0,52,56,100,67,69,-9999,-9999,59,56,93,74,70,66,62,85,81,74,72,69,79,83,76,78,76,79,85,80,-9999,-9999
71,58570,2022-02-10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,-9999,0,0,0,0,-,,,,-9999,-9999,-9999,-9999,-1,-1,-1,,-9999,-9999,-1,-1,,-9999,,-9999,,-9999,,-9999,-9999,,-9999,,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-1
72,K8122,2022-02-10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,71,72,94,74,78,96,69,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,1,-1,1,,-9999,-9999,-1,-1,N,3,NNE,28,ENE,34,NE,35,25,ENE,51,NE,83,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
73,K8123,2022-02-10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,58,59,95,58,68,100,54,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,1,-1,1,,-9999,-9999,-1,-1,N,71,NE,88,ENE,75,NE,81,79,NE,111,NNE,153,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
74,K8124,2022-02-10,10228,10246,10223,10241,10234,10257,10220,10235,10253,10230,10248,10242,70,76,97,73,79,102,69,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,-1,-1,-1,,-9999,-9999,-1,-1,NW,14,ENE,20,E,12,ESE,25,18,ESE,23,ESE,58,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
75,K8127,2022-02-10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,68,76,97,73,78,106,65,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,-1,-1,-1,,-9999,-9999,-1,-1,W,11,NE,24,E,30,ENE,39,26,ENE,50,NE,79,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
76,K8128,2022-02-10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,63,72,92,71,74,99,60,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,1,-1,1,,-9999,-9999,-1,-1,C,0,C,1,NNE,23,NW,26,12,E,45,E,76,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
77,K8270,2022-02-10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4,-1,31,3,9,51,-6,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,3,1,4,,-9999,-9999,-1,-1,NW,32,NW,44,E,10,E,20,26,NW,61,NW,78,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
78,58561,2022-02-10,10242,10262,10240,10246,10248,10265,10237,10249,10269,10247,10253,10254,50,52,61,27,48,72,27,-9999,-9999,-9999,-9999,84,84,74,68,78,96,95,79,92,90,66,0,0,0,0,0,0,0,0,0,0,,,,,71,28,58,33,7,-1,7,"(50,10,)10,.",5,5,-1,-1,WNW,4,WNW,11,N,17,C,1,8,N,26,NNE,56,6,57,62,84,28,58,-9999,-9999,61,59,75,52,62,68,65,76,68,69,74,71,76,77,74,78,76,79,81,78,-9999,-9999
79,58642,2022-02-10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,-9999,0,0,0,0,-,,,,-9999,-9999,-9999,-9999,-1,-1,-9999,,-9999,-9999,-1,-1,,-9999,,-9999,,-9999,,-9999,-9999,,-9999,,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-1
80,58656,2022-02-10,10151,10170,10141,10159,10155,10175,10137,10228,10247,10217,10236,10232,71,75,107,80,83,111,69,-9999,-9999,-9999,-9999,98,96,86,84,91,97,93,67,78,84,66,0,0,0,0,0,0,0,0,0,0,,,,,57,145,300,164,3,0,3,"(50,10,)60 1930   1951,.",27,27,-1,-1,SSW,3,SW,4,ENE,30,NE,51,22,NE,62,NE,85,5,73,86,161,74,98,-9999,-9999,80,81,140,93,98,85,84,124,103,99,89,87,109,108,98,93,91,100,108,98,-9999,-9999
81,K8109,2022-02-10,10230,10249,10226,10244,10237,10260,10223,10235,10254,10231,10249,10242,70,72,97,72,78,102,68,-9999,-9999,-9999,-9999,100,100,94,89,96,100,99,78,88,91,68,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,-1,-1,-1,,-9999,-9999,-1,-1,NNW,7,NE,38,ESE,44,ENE,49,34,E,63,E,82,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
82,K8110,2022-02-10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,68,72,89,71,75,100,66,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,5,-1,5,,-9999,-9999,-1,-1,N,71,N,75,N,51,NNE,69,66,N,96,NNE,135,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
83,K8111,2022-02-10,10196,10215,10192,10210,10203,10225,10189,10235,10254,10230,10249,10242,67,72,102,69,78,105,66,-9999,-9999,-9999,-9999,89,83,78,75,81,91,82,63,75,78,62,0,0,0,0,0,0,0,0,0,0,,,,,200,200,195,75,1,-1,1,,-9999,-9999,-1,-1,N,20,NNE,30,ENE,37,NE,45,33,NE,57,NE,82,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,79,78,151,96,101,80,78,151,101,102,1701,2353,600,1101,1439,79,73,135,96,96,-9999,-9999
